"state"	"fips"	"county"	"mukey"	"musym"	"muname"	"cokey"	"comppct"	"slope"	"slopelenusle"	"hzdept_r"	"hzdepb_r"	"kffact"	"dbthirdbar_r"	"ph1to1h2o_r"	"wthirdbar_r"	"wfifteenbar_r"	"awc_r"	"claytotal_r"	"sandtotal_r"	"ksat_r"	"om_r"	"ll_r"	"texdesc"
"IA"	"IA169"	"Story"	"411327"	"507"	"Canisteo clay loam, 0 to 2 percent slopes"	"16195561"	"13"	"0"		"0"	"20"	".32"	"0.95"	"6.8"	"33.5"	"21"	"0.22"	"36"	"11"	"0.92"	"9"	"64"	"Silty clay loam"
"IA"	"IA169"	"Story"	"411327"	"507"	"Canisteo clay loam, 0 to 2 percent slopes"	"16195561"	"13"	"0"		"97"	"200"	".37"	"1.6"	"7.4"	"31.6"	"19.3"	"0.19"	"31"	"16"	"2.82"	"0.25"	"41"	"Silty clay loam"
"IA"	"IA169"	"Story"	"411327"	"507"	"Canisteo clay loam, 0 to 2 percent slopes"	"16195561"	"13"	"0"		"84"	"97"	".37"	"1.4"	"7.1"	"34"	"22"	"0.19"	"36"	"15"	"0.92"	"1.5"	"49"	"Silty clay loam"
"IA"	"IA169"	"Story"	"411327"	"507"	"Canisteo clay loam, 0 to 2 percent slopes"	"16195561"	"13"	"0"		"20"	"84"	".32"	"1.3"	"7"	"35.8"	"25.4"	"0.22"	"36"	"12"	"0.92"	"6"	"58"	"Silty clay loam"
"IA"	"IA169"	"Story"	"411327"	"507"	"Canisteo clay loam, 0 to 2 percent slopes"	"16195562"	"75"	"1"	"25"	"0"	"23"	".28"	"1.05"	"7.5"	"31.5"	"19.4"	"0.18"	"32"	"30"	"2.82"	"7"	"54"	"Clay loam"
"IA"	"IA169"	"Story"	"411327"	"507"	"Canisteo clay loam, 0 to 2 percent slopes"	"16195562"	"75"	"1"	"25"	"23"	"41"	".24"	"1.35"	"7.7"	"33.6"	"23"	"0.18"	"32"	"32"	"2.82"	"5"	"51"	"Clay loam"
"IA"	"IA169"	"Story"	"411327"	"507"	"Canisteo clay loam, 0 to 2 percent slopes"	"16195562"	"75"	"1"	"25"	"41"	"51"	".28"	"1.35"	"7.7"	"32.4"	"20.7"	"0.18"	"32"	"32"	"2.82"	"3"	"47"	"Clay loam"
"IA"	"IA169"	"Story"	"411327"	"507"	"Canisteo clay loam, 0 to 2 percent slopes"	"16195562"	"75"	"1"	"25"	"51"	"91"	".32"	"1.4"	"8"	"30.4"	"17.1"	"0.17"	"27"	"39"	"2.82"	"1.5"	"38"	"Clay loam"
"IA"	"IA169"	"Story"	"411327"	"507"	"Canisteo clay loam, 0 to 2 percent slopes"	"16195562"	"75"	"1"	"25"	"91"	"200"	".32"	"1.6"	"8"	"27.6"	"13.2"	"0.18"	"21"	"44"	"9.17"	"0.25"	"31"	"Loam"
"IA"	"IA169"	"Story"	"411327"	"507"	"Canisteo clay loam, 0 to 2 percent slopes"	"16195563"	"5"	"1"		"107"	"200"	".32"	"1.6"	"8"	"27.6"	"13.2"	"0.18"	"21"	"44"	"9.17"	"0.25"	"31"	"Loam"
"IA"	"IA169"	"Story"	"411327"	"507"	"Canisteo clay loam, 0 to 2 percent slopes"	"16195563"	"5"	"1"		"51"	"107"	".32"	"1.4"	"7.3"	"30.7"	"17.6"	"0.17"	"28"	"35"	"2.82"	"1.5"	"41"	"Clay loam"
"IA"	"IA169"	"Story"	"411327"	"507"	"Canisteo clay loam, 0 to 2 percent slopes"	"16195563"	"5"	"1"		"0"	"25"	".28"	"1.05"	"6.5"	"31.8"	"19.8"	"0.18"	"33"	"25"	"2.82"	"7"	"56"	"Clay loam"
"IA"	"IA169"	"Story"	"411327"	"507"	"Canisteo clay loam, 0 to 2 percent slopes"	"16195563"	"5"	"1"		"25"	"51"	".28"	"1.35"	"6.9"	"33.9"	"23.5"	"0.18"	"33"	"25"	"2.82"	"5"	"53"	"Clay loam"
"IA"	"IA169"	"Story"	"411327"	"507"	"Canisteo clay loam, 0 to 2 percent slopes"	"16195564"	"5"	"1"		"160"	"200"	".32"	"1.6"	"8"	"27.6"	"13.2"	"0.18"	"21"	"44"	"9.17"	"0.25"	"30"	"Loam"
"IA"	"IA169"	"Story"	"411327"	"507"	"Canisteo clay loam, 0 to 2 percent slopes"	"16195564"	"5"	"1"		"20"	"41"	".24"	"1.35"	"8"	"33.6"	"23"	"0.18"	"32"	"32"	"2.82"	"5"	"50"	"Clay loam"
"IA"	"IA169"	"Story"	"411327"	"507"	"Canisteo clay loam, 0 to 2 percent slopes"	"16195564"	"5"	"1"		"0"	"20"	".24"	"1.05"	"7.5"	"31.5"	"19.4"	"0.18"	"32"	"30"	"2.82"	"7"	"54"	"Clay loam"
"IA"	"IA169"	"Story"	"411327"	"507"	"Canisteo clay loam, 0 to 2 percent slopes"	"16195564"	"5"	"1"		"41"	"160"	".32"	"1.4"	"8"	"29.2"	"15.3"	"0.18"	"25"	"39"	"9.17"	"1.5"	"36"	"Loam"
"IA"	"IA169"	"Story"	"411327"	"507"	"Canisteo clay loam, 0 to 2 percent slopes"	"16195565"	"2"	"0"		"127"	"200"	".37"	"1.6"	"8"	"31"	"18.3"	"0.15"	"28"	"35"	"2.82"	"0.25"	"37"	"Clay loam"
"IA"	"IA169"	"Story"	"411327"	"507"	"Canisteo clay loam, 0 to 2 percent slopes"	"16195565"	"2"	"0"		"99"	"127"	".32"	"1.4"	"7.3"	"31.7"	"19.3"	"0.17"	"31"	"24"	"2.82"	"1.5"	"44"	"Clay loam"
"IA"	"IA169"	"Story"	"411327"	"507"	"Canisteo clay loam, 0 to 2 percent slopes"	"16195565"	"2"	"0"		"0"	"23"	".28"	"0.95"	"7"	"32.9"	"20.3"	"0.18"	"33"	"22"	"2.82"	"9"	"60"	"Clay loam"
"IA"	"IA169"	"Story"	"411327"	"507"	"Canisteo clay loam, 0 to 2 percent slopes"	"16195565"	"2"	"0"		"23"	"99"	".28"	"1.3"	"7"	"35.1"	"24.5"	"0.18"	"33"	"26"	"2.82"	"6"	"54"	"Clay loam"
"IA"	"IA169"	"Story"	"411328"	"52B"	"Bode clay loam, 2 to 6 percent slopes"	"16195566"	"95"	"4"	"30"	"89"	"200"	".32"	"1.6"	"8"	"27.6"	"13.2"	"0.18"	"21"	"44"	"9.17"	"0.25"	"31"	"Loam"
"IA"	"IA169"	"Story"	"411328"	"52B"	"Bode clay loam, 2 to 6 percent slopes"	"16195566"	"95"	"4"	"30"	"0"	"20"	".24"	"1.3"	"6.3"	"33.1"	"20.4"	"0.18"	"30"	"38"	"2.82"	"3.5"	"47"	"Clay loam"
"IA"	"IA169"	"Story"	"411328"	"52B"	"Bode clay loam, 2 to 6 percent slopes"	"16195566"	"95"	"4"	"30"	"20"	"30"	".24"	"1.3"	"6.3"	"32.8"	"19.8"	"0.18"	"30"	"38"	"2.82"	"3"	"46"	"Clay loam"
"IA"	"IA169"	"Story"	"411328"	"52B"	"Bode clay loam, 2 to 6 percent slopes"	"16195566"	"95"	"4"	"30"	"30"	"43"	".28"	"1.35"	"6.3"	"33.2"	"20.5"	"0.17"	"32"	"35"	"2.82"	"2"	"46"	"Clay loam"
"IA"	"IA169"	"Story"	"411328"	"52B"	"Bode clay loam, 2 to 6 percent slopes"	"16195566"	"95"	"4"	"30"	"43"	"89"	".28"	"1.4"	"6.9"	"32.6"	"19.5"	"0.17"	"30"	"38"	"2.82"	"1.5"	"43"	"Clay loam"
"IA"	"IA169"	"Story"	"411328"	"52B"	"Bode clay loam, 2 to 6 percent slopes"	"16195567"	"2"	"4"		"0"	"20"	".28"	"1.4"	"7.7"	"30.2"	"16.7"	"0.21"	"24"	"42"	"9.17"	"3"	"40"	"Loam"
"IA"	"IA169"	"Story"	"411328"	"52B"	"Bode clay loam, 2 to 6 percent slopes"	"16195567"	"2"	"4"		"20"	"110"	".37"	"1.4"	"7.9"	"27.4"	"12.9"	"0.18"	"23"	"36"	"9.17"	"0.5"	"32"	"Loam"
"IA"	"IA169"	"Story"	"411328"	"52B"	"Bode clay loam, 2 to 6 percent slopes"	"16195567"	"2"	"4"		"110"	"200"	".32"	"1.45"	"7.9"	"28.3"	"14.2"	"0.18"	"25"	"38"	"9.17"	"0.25"	"34"	"Loam"
"IA"	"IA169"	"Story"	"411328"	"52B"	"Bode clay loam, 2 to 6 percent slopes"	"16195568"	"3"	"1"		"30"	"46"	".28"	"1.3"	"6.7"	"34.5"	"22.8"	"0.22"	"33"	"19"	"2.82"	"5"	"53"	"Silty clay loam"
"IA"	"IA169"	"Story"	"411328"	"52B"	"Bode clay loam, 2 to 6 percent slopes"	"16195568"	"3"	"1"		"0"	"30"	".28"	"1.3"	"6.7"	"35.9"	"25.5"	"0.22"	"34"	"19"	"2.82"	"7"	"57"	"Silty clay loam"
"IA"	"IA169"	"Story"	"411328"	"52B"	"Bode clay loam, 2 to 6 percent slopes"	"16195568"	"3"	"1"		"46"	"79"	".37"	"1.4"	"7.2"	"32.8"	"19.8"	"0.19"	"32"	"19"	"2.82"	"1.5"	"45"	"Silty clay loam"
"IA"	"IA169"	"Story"	"411328"	"52B"	"Bode clay loam, 2 to 6 percent slopes"	"16195568"	"3"	"1"		"79"	"200"	".32"	"1.6"	"8"	"27.6"	"13.2"	"0.18"	"21"	"44"	"9.17"	"0.25"	"31"	"Loam"
"IA"	"IA169"	"Story"	"411329"	"536"	"Hanlon fine sandy loam, 0 to 2 percent slopes"	"16195569"	"90"	"1"	"25"	"0"	"25"	".17"	"1.5"	"6.7"	"22.6"	"13.6"	"0.17"	"15"	"65.4"	"28"	"2.5"	"30"	"Fine sandy loam"
"IA"	"IA169"	"Story"	"411329"	"536"	"Hanlon fine sandy loam, 0 to 2 percent slopes"	"16195569"	"90"	"1"	"25"	"25"	"99"	".24"	"1.5"	"6.7"	"21.5"	"12.2"	"0.17"	"15"	"65.4"	"28"	"1.5"	"30"	"Fine sandy loam"
"IA"	"IA169"	"Story"	"411329"	"536"	"Hanlon fine sandy loam, 0 to 2 percent slopes"	"16195569"	"90"	"1"	"25"	"99"	"152"	".32"	"1.63"	"6.5"	"17.6"	"7.9"	"0.12"	"7.5"	"65.2"	"28"	"1.5"	"20"	"Fine sandy loam"
"IA"	"IA169"	"Story"	"411329"	"536"	"Hanlon fine sandy loam, 0 to 2 percent slopes"	"16195570"	"10"	"1"		"0"	"33"		"1.45"	"7.9"	"36.3"	"26.4"	"0.21"	"31"		"3"	"6"	"50"	"Clay loam"
"IA"	"IA169"	"Story"	"411330"	"54"	"Zook silty clay loam, 0 to 2 percent slopes, occasionally flooded"	"16195657"	"10"	"1"		"20"	"81"	".24"	"1.45"	"6.7"	"35"	"23.7"	"0.21"	"31"	"19"	"3"	"4.5"	"50"	"Silty clay loam"
"IA"	"IA169"	"Story"	"411330"	"54"	"Zook silty clay loam, 0 to 2 percent slopes, occasionally flooded"	"16195657"	"10"	"1"		"81"	"102"	".28"	"1.45"	"6.7"	"35.5"	"24.7"	"0.17"	"29"	"26.7"	"3"	"5.5"	"50"	"Clay loam"
"IA"	"IA169"	"Story"	"411330"	"54"	"Zook silty clay loam, 0 to 2 percent slopes, occasionally flooded"	"16195657"	"10"	"1"		"102"	"112"	".37"	"1.55"	"6.7"	"29"	"15.1"	"0.15"	"22"	"30"	"28"	"1.5"	"35"	"Loam"
"IA"	"IA169"	"Story"	"411330"	"54"	"Zook silty clay loam, 0 to 2 percent slopes, occasionally flooded"	"16195657"	"10"	"1"		"112"	"132"	".37"	"1.55"	"6.5"	"29.7"	"15.5"	"0.17"	"22"	"30"	"9"	"1.5"	"35"	"Loam"
"IA"	"IA169"	"Story"	"411330"	"54"	"Zook silty clay loam, 0 to 2 percent slopes, occasionally flooded"	"16195657"	"10"	"1"		"132"	"152"	".24"	"1.55"	"6.7"	"20.3"	"11.4"	"0.15"	"16"	"58"	"28"	"1"	"28"	"Sandy loam"
"IA"	"IA169"	"Story"	"411330"	"54"	"Zook silty clay loam, 0 to 2 percent slopes, occasionally flooded"	"16195657"	"10"	"1"		"0"	"20"	".28"	"1.45"	"6.7"	"36.3"	"26.4"	"0.21"	"31"	"22"	"3"	"6"	"53"	"Clay loam"
"IA"	"IA169"	"Story"	"411330"	"54"	"Zook silty clay loam, 0 to 2 percent slopes, occasionally flooded"	"16195658"	"90"	"1"	"25"	"0"	"20"	".28"	"1.1"	"6.5"	"34.9"	"23.7"	"0.22"	"39"	"11"	"0.92"	"7"	"63"	"Silty clay loam"
"IA"	"IA169"	"Story"	"411330"	"54"	"Zook silty clay loam, 0 to 2 percent slopes, occasionally flooded"	"16195658"	"90"	"1"	"25"	"20"	"91"	".28"	"1.3"	"6.8"	"36"	"25.8"	"0.22"	"39"	"11"	"0.92"	"5"	"60"	"Silty clay loam"
"IA"	"IA169"	"Story"	"411330"	"54"	"Zook silty clay loam, 0 to 2 percent slopes, occasionally flooded"	"16195658"	"90"	"1"	"25"	"91"	"109"	".32"	"1.3"	"6.8"	"34.4"	"22.6"	"0.22"	"37"	"15"	"0.92"	"3"	"53"	"Silty clay loam"
"IA"	"IA169"	"Story"	"411330"	"54"	"Zook silty clay loam, 0 to 2 percent slopes, occasionally flooded"	"16195658"	"90"	"1"	"25"	"109"	"200"	".32"	"1.4"	"6.8"	"34"	"21.8"	"0.17"	"33"	"22"	"2.82"	"2"	"47"	"Clay loam"
"IA"	"IA169"	"Story"	"411332"	"559"	"Talcot clay loam, 32 to 40 inches to sand and gravel, 0 to 2 percent slopes"	"16195682"	"100"	"1"	"27"	"0"	"48"	".20"	"1.25"	"7.9"	"34.9"	"23.5"	"0.2"	"32.5"	"34.7"	"3"	"6"	"45"	"Clay loam"
"IA"	"IA169"	"Story"	"411332"	"559"	"Talcot clay loam, 32 to 40 inches to sand and gravel, 0 to 2 percent slopes"	"16195682"	"100"	"1"	"27"	"48"	"89"	".24"	"1.3"	"7.9"	"32.9"	"21.4"	"0.19"	"32.5"	"34.7"	"3"	"4"	"45"	"Clay loam"
"IA"	"IA169"	"Story"	"411332"	"559"	"Talcot clay loam, 32 to 40 inches to sand and gravel, 0 to 2 percent slopes"	"16195682"	"100"	"1"	"27"	"89"	"152"	".10"	"1.6"	"7.9"	"8.1"	"2.9"	"0.03"	"3.5"	"95.9"	"200"	"0.75"	"7"	"Fine sand"
"IA"	"IA169"	"Story"	"411333"	"6"	"Okoboji silty clay loam, 0 to 1 percent slopes"	"16195710"	"85"	"0"	"25"	"0"	"20"	".32"	"0.95"	"6.8"	"33.5"	"21"	"0.22"	"36"	"11"	"0.92"	"9"	"64"	"Silty clay loam"
"IA"	"IA169"	"Story"	"411333"	"6"	"Okoboji silty clay loam, 0 to 1 percent slopes"	"16195710"	"85"	"0"	"25"	"97"	"200"	".37"	"1.6"	"7.4"	"31.6"	"19.3"	"0.19"	"31"	"16"	"2.82"	"0.25"	"41"	"Silty clay loam"
"IA"	"IA169"	"Story"	"411333"	"6"	"Okoboji silty clay loam, 0 to 1 percent slopes"	"16195710"	"85"	"0"	"25"	"84"	"97"	".37"	"1.4"	"7.1"	"34"	"22"	"0.19"	"36"	"15"	"0.92"	"1.5"	"49"	"Silty clay loam"
"IA"	"IA169"	"Story"	"411333"	"6"	"Okoboji silty clay loam, 0 to 1 percent slopes"	"16195710"	"85"	"0"	"25"	"20"	"84"	".32"	"1.3"	"7"	"35.8"	"25.4"	"0.22"	"36"	"12"	"0.92"	"6"	"58"	"Silty clay loam"
"IA"	"IA169"	"Story"	"411333"	"6"	"Okoboji silty clay loam, 0 to 1 percent slopes"	"16195711"	"10"	"1"		"91"	"200"	".32"	"1.6"	"8"	"27.6"	"13.2"	"0.18"	"21"	"44"	"9.17"	"0.25"	"31"	"Loam"
"IA"	"IA169"	"Story"	"411333"	"6"	"Okoboji silty clay loam, 0 to 1 percent slopes"	"16195711"	"10"	"1"		"41"	"51"	".28"	"1.35"	"7.7"	"32.4"	"20.7"	"0.18"	"32"	"32"	"2.82"	"3"	"47"	"Clay loam"
"IA"	"IA169"	"Story"	"411333"	"6"	"Okoboji silty clay loam, 0 to 1 percent slopes"	"16195711"	"10"	"1"		"23"	"41"	".24"	"1.35"	"7.7"	"33.6"	"23"	"0.18"	"32"	"32"	"2.82"	"5"	"51"	"Clay loam"
"IA"	"IA169"	"Story"	"411333"	"6"	"Okoboji silty clay loam, 0 to 1 percent slopes"	"16195711"	"10"	"1"		"0"	"23"	".28"	"1.05"	"7.5"	"31.5"	"19.4"	"0.18"	"32"	"30"	"2.82"	"7"	"54"	"Clay loam"
"IA"	"IA169"	"Story"	"411333"	"6"	"Okoboji silty clay loam, 0 to 1 percent slopes"	"16195711"	"10"	"1"		"51"	"91"	".32"	"1.4"	"8"	"30.4"	"17.1"	"0.17"	"27"	"39"	"2.82"	"1.5"	"38"	"Clay loam"
"IA"	"IA169"	"Story"	"411333"	"6"	"Okoboji silty clay loam, 0 to 1 percent slopes"	"16195712"	"5"	"1"		"160"	"200"	".32"	"1.6"	"8"	"27.6"	"13.2"	"0.18"	"21"	"44"	"9.17"	"0.25"	"30"	"Loam"
"IA"	"IA169"	"Story"	"411333"	"6"	"Okoboji silty clay loam, 0 to 1 percent slopes"	"16195712"	"5"	"1"		"20"	"41"	".24"	"1.35"	"8"	"33.6"	"23"	"0.18"	"32"	"32"	"2.82"	"5"	"50"	"Clay loam"
"IA"	"IA169"	"Story"	"411333"	"6"	"Okoboji silty clay loam, 0 to 1 percent slopes"	"16195712"	"5"	"1"		"0"	"20"	".24"	"1.05"	"7.5"	"31.5"	"19.4"	"0.18"	"32"	"30"	"2.82"	"7"	"54"	"Clay loam"
"IA"	"IA169"	"Story"	"411333"	"6"	"Okoboji silty clay loam, 0 to 1 percent slopes"	"16195712"	"5"	"1"		"41"	"160"	".32"	"1.4"	"8"	"29.2"	"15.3"	"0.18"	"25"	"39"	"9.17"	"1.5"	"36"	"Loam"
"IA"	"IA169"	"Story"	"411336"	"62D2"	"Storden loam, 10 to 16 percent slopes, moderately eroded"	"16195716"	"88"	"12"	"30"	"140"	"200"	".32"	"1.6"	"8"	"27.6"	"13.2"	"0.18"	"21"	"44"	"9.17"	"0.25"	"31"	"Loam"
"IA"	"IA169"	"Story"	"411336"	"62D2"	"Storden loam, 10 to 16 percent slopes, moderately eroded"	"16195716"	"88"	"12"	"30"	"0"	"20"	".28"	"1.3"	"7.7"	"27.8"	"13.3"	"0.18"	"21"	"46"	"9.17"	"2.5"	"36"	"Loam"
"IA"	"IA169"	"Story"	"411336"	"62D2"	"Storden loam, 10 to 16 percent slopes, moderately eroded"	"16195716"	"88"	"12"	"30"	"20"	"140"	".37"	"1.55"	"7.8"	"27.6"	"13.2"	"0.18"	"21"	"42"	"9.17"	"0.5"	"31"	"Loam"
"IA"	"IA169"	"Story"	"411336"	"62D2"	"Storden loam, 10 to 16 percent slopes, moderately eroded"	"16195717"	"12"	"8"		"61"	"200"	".32"	"1.6"	"8"	"27.6"	"13.2"	"0.18"	"21"	"44"	"9.17"	"0.25"	"31"	"Loam"
"IA"	"IA169"	"Story"	"411336"	"62D2"	"Storden loam, 10 to 16 percent slopes, moderately eroded"	"16195717"	"12"	"8"		"0"	"20"	".28"	"1.3"	"6.2"	"27.8"	"13.3"	"0.18"	"21"	"46"	"9.17"	"2.5"	"36"	"Loam"
"IA"	"IA169"	"Story"	"411336"	"62D2"	"Storden loam, 10 to 16 percent slopes, moderately eroded"	"16195717"	"12"	"8"		"20"	"61"	".32"	"1.4"	"6.6"	"27.8"	"13.3"	"0.18"	"23"	"43"	"9.17"	"0.75"	"35"	"Loam"
"IA"	"IA169"	"Story"	"411337"	"62E"	"Storden loam, 10 to 22 percent slopes, moderately eroded"	"16195722"	"10"	"8"		"61"	"200"	".32"	"1.6"	"8"	"27.6"	"13.2"	"0.18"	"21"	"44"	"9.17"	"0.25"	"31"	"Loam"
"IA"	"IA169"	"Story"	"411337"	"62E"	"Storden loam, 10 to 22 percent slopes, moderately eroded"	"16195722"	"10"	"8"		"0"	"20"	".28"	"1.3"	"6.2"	"27.8"	"13.3"	"0.18"	"21"	"46"	"9.17"	"2.5"	"36"	"Loam"
"IA"	"IA169"	"Story"	"411337"	"62E"	"Storden loam, 10 to 22 percent slopes, moderately eroded"	"16195722"	"10"	"8"		"20"	"61"	".32"	"1.4"	"6.6"	"27.8"	"13.3"	"0.18"	"23"	"43"	"9.17"	"0.75"	"35"	"Loam"
"IA"	"IA169"	"Story"	"411337"	"62E"	"Storden loam, 10 to 22 percent slopes, moderately eroded"	"16195723"	"5"	"3"		"86"	"132"	".32"	"1.4"	"6.6"	"26.6"	"11.7"	"0.18"	"20"	"50"	"9.17"	"0.75"	"32"	"Loam"
"IA"	"IA169"	"Story"	"411337"	"62E"	"Storden loam, 10 to 22 percent slopes, moderately eroded"	"16195723"	"5"	"3"		"23"	"86"	".28"	"1.35"	"6.2"	"28.1"	"13.8"	"0.18"	"21"	"46"	"9.17"	"2.5"	"36"	"Loam"
"IA"	"IA169"	"Story"	"411337"	"62E"	"Storden loam, 10 to 22 percent slopes, moderately eroded"	"16195723"	"5"	"3"		"132"	"200"	".32"	"1.6"	"7"	"27.6"	"13.2"	"0.18"	"21"	"44"	"9.17"	"0.25"	"31"	"Loam"
"IA"	"IA169"	"Story"	"411337"	"62E"	"Storden loam, 10 to 22 percent slopes, moderately eroded"	"16195723"	"5"	"3"		"0"	"23"	".28"	"1.3"	"6.2"	"28.6"	"14.5"	"0.21"	"21"	"46"	"9.17"	"3.5"	"39"	"Loam"
"IA"	"IA169"	"Story"	"411337"	"62E"	"Storden loam, 10 to 22 percent slopes, moderately eroded"	"16195724"	"85"	"16"	"30"	"140"	"200"	".32"	"1.6"	"8"	"27.6"	"13.2"	"0.18"	"21"	"44"	"9.17"	"0.25"	"31"	"Loam"
"IA"	"IA169"	"Story"	"411337"	"62E"	"Storden loam, 10 to 22 percent slopes, moderately eroded"	"16195724"	"85"	"16"	"30"	"0"	"20"	".28"	"1.3"	"7.7"	"27.8"	"13.3"	"0.18"	"21"	"46"	"9.17"	"2.5"	"36"	"Loam"
"IA"	"IA169"	"Story"	"411337"	"62E"	"Storden loam, 10 to 22 percent slopes, moderately eroded"	"16195724"	"85"	"16"	"30"	"20"	"140"	".37"	"1.55"	"7.8"	"27.6"	"13.2"	"0.18"	"21"	"42"	"9.17"	"0.5"	"31"	"Loam"
"IA"	"IA169"	"Story"	"411340"	"638C2"	"Clarion-Storden complex, 6 to 10 percent slopes, moderately eroded"	"16195571"	"45"	"8"	"30"	"61"	"200"	".32"	"1.6"	"8"	"27.6"	"13.2"	"0.18"	"21"	"44"	"9.17"	"0.25"	"31"	"Loam"
"IA"	"IA169"	"Story"	"411340"	"638C2"	"Clarion-Storden complex, 6 to 10 percent slopes, moderately eroded"	"16195571"	"45"	"8"	"30"	"0"	"20"	".28"	"1.3"	"6.2"	"27.8"	"13.3"	"0.18"	"21"	"46"	"9.17"	"2.5"	"36"	"Loam"
"IA"	"IA169"	"Story"	"411340"	"638C2"	"Clarion-Storden complex, 6 to 10 percent slopes, moderately eroded"	"16195571"	"45"	"8"	"30"	"20"	"61"	".32"	"1.4"	"6.6"	"27.8"	"13.3"	"0.18"	"23"	"43"	"9.17"	"0.75"	"35"	"Loam"
"IA"	"IA169"	"Story"	"411340"	"638C2"	"Clarion-Storden complex, 6 to 10 percent slopes, moderately eroded"	"16195572"	"40"	"8"	"30"	"140"	"200"	".32"	"1.6"	"8"	"27.6"	"13.2"	"0.18"	"21"	"44"	"9.17"	"0.25"	"31"	"Loam"
"IA"	"IA169"	"Story"	"411340"	"638C2"	"Clarion-Storden complex, 6 to 10 percent slopes, moderately eroded"	"16195572"	"40"	"8"	"30"	"0"	"20"	".28"	"1.3"	"7.7"	"27.8"	"13.3"	"0.18"	"21"	"46"	"9.17"	"2.5"	"36"	"Loam"
"IA"	"IA169"	"Story"	"411340"	"638C2"	"Clarion-Storden complex, 6 to 10 percent slopes, moderately eroded"	"16195572"	"40"	"8"	"30"	"20"	"140"	".37"	"1.55"	"7.8"	"27.6"	"13.2"	"0.18"	"21"	"42"	"9.17"	"0.5"	"31"	"Loam"
"IA"	"IA169"	"Story"	"411340"	"638C2"	"Clarion-Storden complex, 6 to 10 percent slopes, moderately eroded"	"16195573"	"10"	"3"		"86"	"132"	".32"	"1.4"	"6.6"	"26.6"	"11.7"	"0.18"	"20"	"50"	"9.17"	"0.75"	"32"	"Loam"
"IA"	"IA169"	"Story"	"411340"	"638C2"	"Clarion-Storden complex, 6 to 10 percent slopes, moderately eroded"	"16195573"	"10"	"3"		"23"	"86"	".28"	"1.35"	"6.2"	"28.1"	"13.8"	"0.18"	"21"	"46"	"9.17"	"2.5"	"36"	"Loam"
"IA"	"IA169"	"Story"	"411340"	"638C2"	"Clarion-Storden complex, 6 to 10 percent slopes, moderately eroded"	"16195573"	"10"	"3"		"132"	"200"	".32"	"1.6"	"7"	"27.6"	"13.2"	"0.18"	"21"	"44"	"9.17"	"0.25"	"31"	"Loam"
"IA"	"IA169"	"Story"	"411340"	"638C2"	"Clarion-Storden complex, 6 to 10 percent slopes, moderately eroded"	"16195573"	"10"	"3"		"0"	"23"	".28"	"1.3"	"6.2"	"28.6"	"14.5"	"0.21"	"21"	"46"	"9.17"	"3.5"	"39"	"Loam"
"IA"	"IA169"	"Story"	"411340"	"638C2"	"Clarion-Storden complex, 6 to 10 percent slopes, moderately eroded"	"16195574"	"5"	"1"		"114"	"200"	".37"	"1.6"	"7.8"	"31"	"18.3"	"0.15"	"28"	"35"	"2.82"	"0.25"	"37"	"Clay loam"
"IA"	"IA169"	"Story"	"411340"	"638C2"	"Clarion-Storden complex, 6 to 10 percent slopes, moderately eroded"	"16195574"	"5"	"1"		"0"	"25"	".28"	"1.15"	"7.4"	"32.8"	"21.7"	"0.18"	"33"	"25"	"2.82"	"7"	"56"	"Clay loam"
"IA"	"IA169"	"Story"	"411340"	"638C2"	"Clarion-Storden complex, 6 to 10 percent slopes, moderately eroded"	"16195574"	"5"	"1"		"25"	"100"	".28"	"1.35"	"7.4"	"33.9"	"23.5"	"0.18"	"33"	"25"	"2.82"	"5"	"53"	"Clay loam"
"IA"	"IA169"	"Story"	"411340"	"638C2"	"Clarion-Storden complex, 6 to 10 percent slopes, moderately eroded"	"16195574"	"5"	"1"		"100"	"114"	".32"	"1.4"	"7.4"	"30.7"	"17.6"	"0.17"	"28"	"35"	"2.82"	"1.5"	"41"	"Clay loam"
"IA"	"IA169"	"Story"	"411341"	"L638D2"	"Omsrud-Storden complex, Bemis moraine, 10 to 16 percent slopes, moderately eroded"	"16195575"	"35"	"12"	"40"	"140"	"200"	".37"	"1.5"	"8"	"24.2"	"9"	"0.18"	"15"	"49"	"9.17"	"0.25"	"25"	"Loam"
"IA"	"IA169"	"Story"	"411341"	"L638D2"	"Omsrud-Storden complex, Bemis moraine, 10 to 16 percent slopes, moderately eroded"	"16195575"	"35"	"12"	"40"	"0"	"20"	".28"	"1.3"	"7.7"	"26.7"	"11.9"	"0.18"	"18"	"51"	"9.17"	"2.5"	"33"	"Loam"
"IA"	"IA169"	"Story"	"411341"	"L638D2"	"Omsrud-Storden complex, Bemis moraine, 10 to 16 percent slopes, moderately eroded"	"16195575"	"35"	"12"	"40"	"20"	"140"	".37"	"1.55"	"7.8"	"27.6"	"13.2"	"0.18"	"21"	"42"	"9.17"	"0.5"	"31"	"Loam"
"IA"	"IA169"	"Story"	"411341"	"L638D2"	"Omsrud-Storden complex, Bemis moraine, 10 to 16 percent slopes, moderately eroded"	"16195576"	"10"	"3"		"86"	"132"	".32"	"1.4"	"6.6"	"26.6"	"11.7"	"0.18"	"20"	"50"	"9.17"	"0.75"	"32"	"Loam"
